solutions,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,fac_scores
"Becky should discuss with Mark if she could get a raise with becoming shit manager, that way she would have more money for rent should Jim need to leave. Then she should tell Jim that either he must come clean to Mark or have to move out. Becky can find a more reliable roommate and friend. If Jim does neither of these actions, Becky should once again tell Mark what has been occurring.",3.015531,2.946464,2.8477824,2.6233733,2.1921275,1.7459518,1.1200198,0.816602,0.59088415,0.49741492,0.48148316,0.598274682
"She should tell the boss about Jim. I understand he is friend, but what's wrong is wrong.",2.1587083,2.0967607,2.0129766,1.850527,1.5610673,1.4302871,1.2858051,1.4427646,1.373745,1.336124,1.3438091,-1.100440589
Becky can tell Mark the whole situation and then get a raise so she can pay rent herself. She can then fire him and pay rent herself.,2.2426298,2.2140203,2.179798,2.0884304,1.9046623,1.8969278,1.8501209,2.0032365,1.8027594,1.6799457,1.6333591,1.455726278
"Since Jim does not have a public record of shoplifting he will be able to get hired easier. Becky should tell her boss who she has a good relationship with and he will fire Jim, but maybe her honesty will make him refrain from involving the police. If she tells him, Jim will lose his job, but if she does not then both her and Jim are at risk of being fired so rent would be more of a problem.",3.3888755,3.36633,3.3355458,3.196624,2.877945,2.5187833,1.894232,1.4503546,0.9870693,0.75302863,0.6510505,-0.299161975
"Becky should talk to Jim about his behavior, and if it doesn't change she should tell him that he needs to find a new job.",3.1982636,3.1093438,2.9800017,2.7008193,2.1749222,1.5785619,0.7719353,0.34811553,0.15152407,0.08908828,0.09610851,-0.852072045
Becky should talk to Jim or tell him that he can not live with her if he does not change.,2.482518,2.3713121,2.212091,1.9206682,1.4140173,0.9534262,0.4288369,0.35537553,0.38599858,0.43634802,0.5061978,-0.527537988
Becky should talk to Jim about his behavior in order to understand why he is doing so and to make him understand the gravity of such actions,2.7431264,2.6448298,2.503675,2.227577,1.7307618,1.2424204,0.6355414,0.44032213,0.37185878,0.36991245,0.40956607,-0.852072045
Becky needs to communicate with Mark! It's not that hard Becky. Becky can get some blackmail going. Threaten to tell the boss if he doesn't stop. Get emotional. Use the ethos. Becky should tell mark she transformed her life from her stealing past and now Mark is doing the same exact thing?! Becky needs to give Mark a smack down.,1.7351805,1.6458465,1.5230974,1.3212192,0.9932625,0.8786013,0.8405891,1.1876583,1.301527,1.3639032,1.4304422,1.283523245
"First, Becky should confront Jim and tell him that the way he is acting at work is unacceptable. He is stealing from work and there are consequences to that. Becky has firsthand experiences with the consequences of shop lifting so she should almost scare Jim of what could happen as a result of continuing stealing. If the scaring tactic doesn't work, Becky will have no other choice than to report Jim",3.529385,3.5051005,3.4710166,3.3206391,2.9767013,2.5632339,1.8572987,1.337232,0.85019916,0.60833836,0.5033596,-0.222996463
Becky should talk to him and tell him that she feels uncomfortable with his actions and feels like inappropriate to do in a work space. I think she should sit down and have a genuine conversation and speak her mind.,2.160727,2.086333,1.9838814,1.7931111,1.4596481,1.2719074,1.0734003,1.2142111,1.1872256,1.1785872,1.2051914,-0.6037035
Becky should contact her manager and give a general explination on why she thinks installing cameras in the work place is important. She could also express how she feels they should start doing inventory to sales comparisons. This will provide solutions for her manager to find out on his own without becky flat out telling on Jim,2.4059637,2.3387005,2.2457287,2.0580072,1.7161747,1.479631,1.1823395,1.2024943,1.0993812,1.0532826,1.0591307,1.227350264
Becky should confront jim about the situation when she catches him stealing again and lie to him saying that mark is catching on so he needs to stop before he gets fired.,2.9749312,2.878065,2.7379124,2.452661,1.9292823,1.3707964,0.6479501,0.33224916,0.2099403,0.18502147,0.21316129,0.025372082
Becky should talk to Mark and tell the situation and explain that Jim needs the job due financial issues. She could also go into her history of shoplifting and provide some context into maybe why Jim is stealing.,3.4961483,3.4466643,3.3749697,3.169248,2.7413054,2.2248514,1.4291861,0.89610285,0.5020568,0.32203493,0.25686324,-0.299161975
Becky needs to put herself first because if he can't pay his rent then she is out of luck.  She needs to have a serious talk with Jim to attempt to solve the problem before bringing it to the manager/owner of the pizzeria.,3.1172407,3.0799892,3.0284991,2.870769,2.5374422,2.2015483,1.6574459,1.3389611,0.98322195,0.80662066,0.7380251,-0.852072045
She should tell her boss because it is effective her place of work and could effect her job if they found out she new.,1.6067022,1.5829148,1.5590562,1.5126258,1.4324656,1.6567236,1.9652789,2.4595218,2.3769226,2.2966428,2.26829,-0.852072045
Becky should speak to Jim first before going any further and seeing if the two can resolve the problem on their own,2.197255,2.0772302,1.9061959,1.6100386,1.1112809,0.7050875,0.29317534,0.3594277,0.48039177,0.5755437,0.6703374,-0.852072045
"I think becky should talk to Jim and see what's going on before she goes and tells her boss, If he is struggling with something maybe she can help him get back on track. I would also have her mention something to Mark about being a lil easy on Jim especially if he might be going through something.",2.4559128,2.3464832,2.1900568,1.9040841,1.4073007,0.9635381,0.46051735,0.4032361,0.43341914,0.481859,0.5500673,-0.222996463
"Becky should tell Jim her situation, and maybe ask if he knows of any people looking for a roomate/ if he has any rooms available or would let her stay at the pizzaria in a back room.",2.633188,2.544705,2.418803,2.1708288,1.723476,1.3158554,0.80862254,0.68326026,0.60454077,0.5889135,0.6180108,0.578282151
She could have a talk with Jim and tell him if he does not work better she is going to have to tell Mark because she is working hard and he is not. She could also tell him if he is going to take pizzas he should pay for them. She could also teach Jim how to treat customers nicely and work with him to be a better employee.,3.0601742,3.0435717,3.023317,2.9154449,2.6624415,2.4388008,2.0126143,1.7492411,1.3351136,1.1149758,1.0171547,-0.852072045
"First, Becky should communicate how she feels about Jim's behavior at work. If Jim does not understand, Becky then needs to find a new place to live and or a new roommate who actually wants to work and pay their half. Then, Becky would need to talk with her Boss but also needs to address that that's her roommate that needs to pay half of the rent. Hopefully, her Boss would understand and give Jim a warning if not fire him.",3.3066757,3.2768197,3.235482,3.084386,2.7512248,2.386169,1.7737911,1.3643922,0.94340897,0.7334501,0.64594007,-0.299161975
"Because Jim and Becky have a good relationship, Becky should ask Jim to lend her the amount of money that the ten pizzas would have cost. She could then repay the pizzeria secretly without notifying her employer or losing Jim his job.",3.2015066,3.1862087,3.1672142,3.0547419,2.787062,2.522611,2.0275593,1.6912532,1.2428198,1.0076619,0.90216035,1.151184752
"Becky should talk to Jim and if that fails, give him an ultimatum. If he fails to succeed she should find another roommate and tell her boss if it makes her uncomfortable.",2.742513,2.6532187,2.5255632,2.269906,1.8048066,1.3573873,0.7891414,0.60515726,0.50610983,0.48312676,0.5090612,-0.222996463
"have Becky tell the manager about the problem, and suggest ways that Jim can improve instead of firing him immediately.",3.0875869,3.0167816,2.915139,2.6829367,2.235765,1.7579126,1.0866439,0.74312973,0.50812066,0.4126233,0.3964449,-0.527537988
Becky should invite their boss to the party so he can see the pizzas himself and take care of the situation without Becky tattling. Maybe the boss will be understanding of stealing because he let Becky have a job after she stole from someone else.,2.833671,2.8114269,2.7838326,2.6752844,2.43333,2.2590363,1.9281068,1.7773172,1.4302799,1.2425286,1.1624364,1.475718809
"I would talk to Jim first and explain to him what he is doing is wrong, and why he needs to stop. Depending on Jims response, if it gets worse I would go to the boss because Becky needs the money for herself. If Becky goes to the boss and tells him about what Jim is doing it is then in the bosses hands and he has to decide what to do about it. If worst comes to worst and Jim gets fired and can't keep up with the rent either the him he has to find a new apartment, or Becky needs to find a new apartment.",3.378262,3.3417423,3.290063,3.120033,2.753704,2.3348486,1.6564214,1.2012036,0.7878319,0.58742225,0.507204,-0.547530519
"Talk to Jim about the issue in a friendly manner. If Jim disregards what you are saying, tell the manager about Jim.",2.712945,2.6726367,2.6185591,2.4755213,2.186555,1.9704638,1.6262343,1.5172055,1.2572924,1.1220714,1.0744143,-0.852072045
A solution would be for becky to go to mark and talk to him about Jims work and how he is taking pizza and have mark talk to Jim about it and give Jim another chance and give him a warning,3.103566,3.0292406,2.9222426,2.6812067,2.219489,1.7204359,1.0257735,0.6695694,0.4431935,0.3545888,0.34314075,-0.852072045
First Becky should say something to Jim first and let him know that she might tell Mark if he doesn't stop.,1.9506706,1.8284904,1.6554404,1.3675833,0.8948578,0.5604149,0.26916757,0.46281478,0.6432191,0.7642922,0.87230146,-0.852072045
Becky should send the boss an anonymous email pretending to be a customer. They could type that they have walked by the shop after closing hours and saw him taking home the pizzas through the window. Becky could also use an app that lets coworkers communicate with their boss with no name attached. This app would only be used by the company for problems and issues.,2.1377575,2.1054554,2.066215,1.9720854,1.789636,1.7998626,1.7925626,1.9964958,1.8307676,1.7254804,1.6887517,2.160967371
"I think that Becki should confront Jim, and if Jim doesn't act right, she should tell Mark. Since Mark is caring in the first place, he may forgive Jim and make sure he gets on the right track.",2.424477,2.3299341,2.1959772,1.9454294,1.5052304,1.1391855,0.716063,0.69339675,0.67943573,0.69566816,0.7424166,-0.852072045
Tell Mark that an alien came into the pizza shop last night and made you and Jim make 10 pizzas for it so it could take back to its planet.,1.7344744,1.75035,1.7853177,1.8219607,1.8637362,2.225153,2.6352072,3.1101518,2.8652558,2.6812568,2.5872123,2.409335915
"Talk to Jim directly about the problem without totally confronting him. Talk and say, ""so this friend of mine knows a good friend of his that's been stealing from a nice business owner, and He doesn't know whether to tell the business owner and get his friend in trouble, or to have the friend stop without saying anything to the business owner, what would you do?""",2.4153402,2.390395,2.3608139,2.2685144,2.0740817,2.025836,1.9036815,1.9701782,1.7207197,1.5747048,1.5155733,1.303515775
